NÚMERO CONVÊNIO,NOME MUNICÍPIO,OBJETO DO CONVÊNIO,NOME ÓRGÃO SUPERIOR
857543,CACAPAVA DO SUL,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Cacapava do Sul - RS.,Ministério da Saúde
857544,CIRIACO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CIRIACO/RS.,Ministério da Saúde
857545,TUPANCIRETA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tupancireta/RS,Ministério da Saúde
857546,TRIUNFO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Triunfo /RS.,Ministério da Saúde
857547,TAVARES,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tavares/RS,Ministério da Saúde
857548,GLORINHA,Implantacao de Melhorias Sanitarios Domiciliares no municipio de Glorinha.,Ministério da Saúde
857549,CAPELA DE SANTANA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Capela de Santana/RS.,Ministério da Saúde
857550,CAMPOS BORGES,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE CAMPOS BORGES- RS,Ministério da Saúde
857551,CANDIOTA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Candiota/RS,Ministério da Saúde
857552,BOCAINA DO SUL,Implantacao  de Melhorias Sanitarias Domiciliares  no  municipio de Bocaina do Sul - SC,Ministério da Saúde
857553,PAIAL,Implantacao de melhorias sanitarias domiciliares no municipio de PAIAL-SC.,Ministério da Saúde
857554,OTACILIO COSTA,Implantacao de Melhorias Sanitarias Domiciliaresno municipio de Otacilio Costa-SC,Ministério da Saúde
857555,URUBICI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Urubici-SC,Ministério da Saúde
857559,AMARALINA,Sistema de Abastecimento de Agua em Areas Rurais.,Ministério da Saúde
857560,CAMPOS VERDES,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Campos Verdes-GO.,Ministério da Saúde
857562,SITIO D'ABADIA,Convenio aguardando detalhamento das informações. Fonte: LC131.,Ministério da Saúde
857566,POSSE,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857567,PORANGATU,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Poarangatu-Go.,Ministério da Saúde
857568,CROMINIA,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Crominia-Go.,Ministério da Saúde
857569,SANCLERLANDIA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais.,Ministério da Saúde
857570,CAMPESTRE DE GOIAS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Campestre de Goias-Go.,Ministério da Saúde
857572,GOIANAPOLIS,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais no municipio de Goianapolis-Go.,Ministério da Saúde
857575,SAO MIGUEL DO PASSA QUATRO,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Sao Miguel do Passa Quatro-Go.,Ministério da Saúde
857576,CEZARINA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857577,SAO LUIZ DO NORTE,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Sao Luiz do Norte-Go.,Ministério da Saúde
857579,FAINA,Melhorias no Sistema de Abastecimento de Agua em Areas Rurais no municipio de Faina-Go.,Ministério da Saúde
857580,TEREZOPOLIS DE GOIAS,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Terezopolis de Goias-Go.,Ministério da Saúde
857581,SANTO ANTONIO DA BARRA,Implantacao de Sistema de Abastecimento de Agua em Areas Rurais no municipio de Santo Antonio da Barra-Go.,Ministério da Saúde
857583,ALTO ALEGRE DO MARANHAO,Implantacao de melhorias sanitarias domiciliares.,Ministério da Saúde
857584,BOA VISTA DO GURUPI,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE BOA VISTA DO GURUPI  MA,Ministério da Saúde
857585,JUNCO DO MARANHAO,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES-MSD, NO MUNICIPIO DE JUNCO DO MARANHAO  MA.",Ministério da Saúde
857586,CACHOEIRA GRANDE,Implantacao de Melhorias Sanitarias Domiciliares no municipio de CACHOEIRA GRANDE- MA.,Ministério da Saúde
857587,TUFILANDIA,Implantacao de melhorias sanitarias domiciliares no municipio de Tufilandia/MA,Ministério da Saúde
857589,JENIPAPO DOS VIEIRAS,Implantacao de melhorias sanitarias domiciliares no municipio de JENIPAPO DOS VIEIRA-MA,Ministério da Saúde
857590,JATOBA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Jatoba-MA,Ministério da Saúde
857591,COELHO NETO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Coelho Neto/MA,Ministério da Saúde
857592,ICATU,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE ICATU - MA.,Ministério da Saúde
857593,AFONSO CUNHA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE AFONSO CUNHA - MA.,Ministério da Saúde
857594,COLINAS,Construcao de Kits Sanitarias Domiciliares no Municipio de Colinas - MA,Ministério da Saúde
857595,BREJO,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857596,BURITI,Implantacao de Melhorias Sanitarias Domiciliares no municipio de BURITI - MA,Ministério da Saúde
857599,FORTUNA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE FORTUNA - MA,Ministério da Saúde
857600,SANTO ANTONIO DOS LOPES,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SANTO ANTONIO DOS LOPES/MA.,Ministério da Saúde
857602,HUMBERTO DE CAMPOS,"IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES - MSD, NO MUNICIPIO DE HUMBERTO DE CAMPOS  MA",Ministério da Saúde
857603,GRAJAU,SISTEMA DE ABASTECIMENTO DE AGUA EM AREAS RURAIS E COMUNIDADES TRADICIONAIS NO MUNICIPIO DE GRAJAU-MA,Ministério da Saúde
857604,SAO BENEDITO DO RIO PRETO,Implantacao de Melhorias sanitarias domiciliares no municipio de SAO BENEDITO DO RIO PRETO - MA,Ministério da Saúde
857605,TIMBIRAS,Implantacao de melhorias sanitarias domiciliares nomunicipio de Timbiras/MA,Ministério da Saúde
857606,SUCUPIRA DO NORTE,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE SUCUPIRA DO NORTE.,Ministério da Saúde
857607,CABECEIRA GRANDE,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Cabeceira Grande/MG.,Ministério da Saúde
857608,CATAS ALTAS,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Catas Altas-MG,Ministério da Saúde
857609,PADRE CARVALHO,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Padre Carvalho/MG,Ministério da Saúde
857610,VERDELANDIA,Implantacao de Melhorias Sanitarias Domiciliares - MSD no municipio de Verdelandia-MG.,Ministério da Saúde
857612,PIMENTA,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais.,Ministério da Saúde
857613,CHAPADA DO NORTE,Implantacao  de Melhorias Sanitarias Domiciliares no Municipio de Chapada do Norte/MG.,Ministério da Saúde
857614,JOANESIA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de JOANESIA/MG,Ministério da Saúde
857615,CENTRAL DE MINAS,Implantacao de melhorias sanitarias domiciliares nomunicipio de Central de Minas/MG,Ministério da Saúde
857616,TAIOBEIRAS,Implantacao de melhorias sanitarias domiciliares no municipio de Taiobeiras.,Ministério da Saúde
857617,VARZELANDIA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Varzelandia/MG.,Ministério da Saúde
857618,SENADOR FIRMINO,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857619,TAPIRA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Tapira/MG,Ministério da Saúde
857620,DOM VICOSO,Sistema de Abastecimento de Agua em Areas Rurais e Comunidades Tradicionais.,Ministério da Saúde
857621,ACAIACA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Acaiaca - MG,Ministério da Saúde
857622,GONZAGA,Implantacao de melhorias sanitarias domiciliares no municipio de GONZAGA-MG.,Ministério da Saúde
857623,FREI GASPAR,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de FREI GASPAR -MG,Ministério da Saúde
857624,CACHOEIRA DE PAJEU,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE CACHOEIRA DE PAJEU/MG.,Ministério da Saúde
857625,FRONTEIRA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE FRONTEIRA-MG,Ministério da Saúde
857626,ABRE CAMPO,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Abre Campos - MG.,Ministério da Saúde
857627,ABRE CAMPO,Implantacao de Sistema de Abastecimento em Areas Rurais e Comunidades Tradicionais,Ministério da Saúde
857629,FRANCISCO SA,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Francisco Sa/MG.,Ministério da Saúde
857630,FRANCISCO SA,Sistema de Abastecimento em Areas Rurais e Comunidades Tradicionais de Francisco Sa/MG.,Ministério da Saúde
857631,TURMALINA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Turmalina/MG.,Ministério da Saúde
857632,CAPITAO ANDRADE,Implantacao de melhorias sanitarias domiciliares no municipio de Capitao Andrade-MG.,Ministério da Saúde
857633,JAMPRUCA,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Jampruca/MG.,Ministério da Saúde
857634,CARACOL,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE CARACOL/MS,Ministério da Saúde
857635,JATEI,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Jatei/MS,Ministério da Saúde
857638,TERRA NOVA DO NORTE,Implantacao de Melhorias  Sanitarias  Domiciliares  no Municipio de Terra Nova  do Norte  MT.,Ministério da Saúde
857645,SANTO ANTONIO DO LESTE,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Santo Antonio do Leste-MT,Ministério da Saúde
857646,CANARANA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES  MSD NO MUNICIPIO DE CANARANA - MT.,Ministério da Saúde
857650,CASTANHEIRA,IMPLANTACAO DE MELHORIAS SANITARIA DOMICILIAR NO MUNICIPIO DE CASTANHEIRA/MT,Ministério da Saúde
857651,ALTO BOA VISTA,Implantacao de Melhorias Sanitarias Domiciliares ( Lixeiras)  no Municipio de Alto Boa Vista - Estado de Mato Grosso,Ministério da Saúde
857653,CANABRAVA DO NORTE,Implantacao de Melhorias Sanitarias Domiciliares no municipio de Canabrava do Norte. MT,Ministério da Saúde
857654,CACHOEIRA DO PIRIA,IMPLANTACAO DE MELHORIAS SANITARIAS DOMICILIARES NO MUNICIPIO DE CACHOEIRA DO PIRIA,Ministério da Saúde
857655,CANAA DOS CARAJAS,Implantacao de Melhorias Sanitarias Domiciliares nomunicipio de CANAA DOS CARAJAS-PA,Ministério da Saúde
857656,CACHOEIRA DO ARARI,Implantacao de Melhorias Sanitarias Domiciliares nomunicipio de CACHOEIRA DO ARARI-PA,Ministério da Saúde
857833,MACEIO,FOMENTAR A PESQUISA EM SAUDE SEGUNDO A AGENDA NACIONAL DE PRIORIDADES DE PESQUISA EM SAUDE - ANPPS,Ministério da Saúde
857834,MACEIO,FOMENTAR A PESQUISA EM SAUDE SEGUNDO A AGENDA NACIONAL DE PRIORIDADES DE PESQUISA EM SAUDE - ANPPS,Ministério da Saúde
857835,MARILIA,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857836,ALTINOPOLIS,AQUISICAO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857844,SAO GABRIEL,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857845,TAPEJARA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857846,CARLOPOLIS,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857848,AMONTADA,REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857849,ZE DOCA,AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE,Ministério da Saúde
857860,SAO PAULO,IMPLEMENTAR PROJETO DE AUTOMACAO E INOVACAO EM ASSISTENCIA FARMACEUTICA,Ministério da Saúde
857863,MACEIO,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DE ALAGOAS EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857864,MANAUS,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DO AMAZONAS EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857865,MACAPA,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DO AMAPA EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857866,SALVADOR,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DO BAHIA  EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857867,GOIANIA,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DO GOIAS EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857869,RECIFE,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DE PERNAMBUCO EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857870,RIO DE JANEIRO,"CAPACITAR ESTUDANTES E COMUNIDADE ACADEMICA EM GESTAO PARTICIPATIVA, PARTICIPACAO POPULAR, CONTROLE SOCIAL, CUIDADO E PRATICAS EDUCATIVAS EM SAUDE NO SUS",Ministério da Saúde
857871,BOA VISTA,"CAPACITACAO DE PESSOAS DA POPULACAO DO ESTADO DE RORAIMA EM POLITICAS DE EQUIDADE EM SAUDE, CONTROLE SOCIAL E GESTAO PARTICIPATIVA NO SUS",Ministério da Saúde
857880,MIRANDA,Implantacao de abastecimento de agua em areas rurais no municipio de Miranda MS.,Ministério da Saúde
857883,GUIA LOPES DA LAGUNA,Ampliacao de sistema de abastecimento de agua em comunidades rurais do municipio de Guia Lopes da Laguna MS.,Ministério da Saúde
857893,CAMACAN,Implantacao de Melhorias Sanitarias Domiciliares no Municipio de Camaca-Bahia,Ministério da Saúde
857896,MATO QUEIMADO,"Mato Queimado foi considerado infestado pelo Aedes Aegypti ha varios anos, inclusive com varios casos importados de dengue em 2014 e 2015. Acredita-se que as acoes de conscientizacao realizadas pela equipe foram de fundamental importancia para o controle de uma epidemia. Necessita-se de recursos financeiros para capacitacao da equipe de vigilancia, confeccaoo de materiais informativos para distribuicao a  populacao,",Ministério da Saúde
857897,POMPEU,ACOES DE EDUCACAO EM SAUDE AMBIENTAL PARA EMPFRENTAMENTO DO AEDES AEGYPTI,Ministério da Saúde
857898,SAO FELIX DO CORIBE,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857899,OLHO-D'AGUA DO BORGES,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti.,Ministério da Saúde
857900,CORRENTINA,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857901,SANTA LUZIA DO PARA,"PROJETOS DE ACOES DE EDUCACAO EM SAUDE AMBIENTAL VISANDO O ENFRENTAMENTO AO VETOR (AEDES AEGYPTI) TRANSMISSOR DA DENGUE, ZIKA, CHIKUNGUNYA. PROMOCAO DA SAUDE E A MELHORIA DA QUALIDADE DE VIDA DA POPULACAO.",Ministério da Saúde
857902,BENJAMIN CONSTANT,"Implementar acoes de Educacao em SaudeAmbiental no municipio como estrategia deenfrentamento ao vetor transmissor dadengue, Zika e chicungunya no Municipio de Benjamin Constant-AM",Ministério da Saúde
857903,CONCEICAO DO JACUIPE,"Criar mecanismo de promocao da saude e melhoria da qualidade de vida da populacao atraves de acoes de educacao em saude ambiental visando o enfrentamento ao vetor (Aedes aegypti) transmissor da dengue, zika, chikungunya.",Ministério da Saúde
857904,RIACHAO DO JACUIPE,"IMPLEMENTAR ACOES DE EDUCACAO EM SAUDE AMBIENTAL NO MUNICIPIO COMO ESTRATEGIA DE ENFRENTAMENTO AO VETOR TRANSMISSOR DA DENGUE, ZIKA E CHICUNGUNYA.",Ministério da Saúde
857905,SANTA CRUZ DO ESCALVADO,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857906,CATAS ALTAS,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857907,PAULA CANDIDO,"Mobilizar a sociedade e suas representaes para a adoo decondutas e prticas para o enfrentamento do Aedes aegypti numa perspectiva da reduo de casos de morbimortalidade de dengue, zika, chikungunya com impactos na sa",Ministério da Saúde
857908,SANTO ANTONIO DO GRAMA,Educacao em Saude Ambiental para enfrentamento do Aedes Aegypti.,Ministério da Saúde
857909,OURO BRANCO,Educacao em Saude Ambiental para enfrentamento do Aedes Aegypti,Ministério da Saúde
857910,ORATORIOS,Educacao em Saude Ambiental para enfrentamento do aedes aegypti,Ministério da Saúde
857911,SAO PEDRO DOS FERROS,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857912,DOM SILVERIO,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti,Ministério da Saúde
857913,CIDADE OCIDENTAL,"Acoes de educacao em saude ambiental visando o enfrentamento ao vetor (Aedes aegypti) transmissor da dengue, zika, chikungunya.",Ministério da Saúde
857914,PORTEIRAS,"Implementar acoes de Educacao em Saude Ambiental no municipio de Porteiras-Ceara, como estrategia de enfrentamento ao vetor transmissor da dengue, Zika e chikungunya.",Ministério da Saúde
857915,FLORINIA,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti.,Ministério da Saúde
857916,TAQUARACU DE MINAS,Mobilizacao para enfrentamento do Aedes aegypti e seus agravos no municipio de Taquaracu de Minas,Ministério da Saúde
857917,CEU AZUL,Educacao em Saude Ambiental para Enfrentamento do Aedes Aegypti,Ministério da Saúde
857918,MAURILANDIA,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti no municipio de Maurilandia - GO.,Ministério da Saúde
857919,MONTIVIDIU,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti no municipio de Montividiu - GO.,Ministério da Saúde
857920,GUARACIABA DO NORTE,"Educacao em Saude Ambiental para Enfrentamento do Aedes Aegypti, transmissor da dengue, zika e chikungunya",Ministério da Saúde
857921,TRAIRI,Educacao em Saude Ambiental para Enfrentamento do Aedes Aegypti,Ministério da Saúde
857922,PALMA SOLA,"Educacao em Saude Ambiental para Enfrentamento ao Vetor Transmissor da Dengue, Zika e Chikungunya",Ministério da Saúde
857923,NOVO GAMA,"EDUCACAO EM SAUDE TRANSFORMANDO O NOVO GAMAImplementar acoes de Educacao em Saude Ambiental no municipio como estrategia de enfrentamento ao vetor transmissor da dengue, Zika e chicungunya.",Ministério da Saúde
857924,TRES PONTAS,Educacao em Saude Ambiental para Enfrentamento do Aedes Aegypti,Ministério da Saúde
857925,CAPINOPOLIS,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti no municipio de Capinopolis.,Ministério da Saúde
857926,APARECIDA DO RIO DOCE,Educacao em Saude Ambiental para enfrentamento do Aedes aegypti no municipio de Aparecida do Rio Doce - GO,Ministério da Saúde
857927,ABAETETUBA,"Mobilizar a sociedade e suas representacoes para a adocao de condutas e praticas para o enfrentamento ao Aedes aegypti numa perspectiva da reducao de casos de morbimortalidade de dengue, zika, chikungunya com impactos na Saude.",Ministério da Saúde
857928,PAU D'ARCO,"EDUCACAO EM SAUDE AMBIENTAL PARA O DESENVOLVIMENTO DE ACOES DE ENFRETAMENTO AO VETOR (AEDES AEGYPTI) TRANSMISSOR DA DENGUE, ZIKA E CHIKUNGUNYA NO MUNICIPIO DE PAU DARCO - PA.",Ministério da Saúde
